THỜI KHÓA BIỂU DỰ KIẾN K70 - CẬP NHẬT NGÀY 29/08/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Kỳ,Trường_Viện_Khoa,Mã_lớp,Mã_lớp_kèm,Mã_HP,Tên_HP,Tên_HP_Tiếng_Anh,Khối_lượng,Ghi_chú,Buổi_số,Thứ,Thời_gian,BĐ,KT,Kíp,Tuần,Phòng,Cần_TN,SLĐK,SL_Min,SL_Max,Trạng_thái,Loại_lớp,Đợt_mở,Mã_QL,TeachingType
20251,KTTD,165018,NULL,MI1113E,Giải tích I,Calculus I,4(3-2-0-8),"**CTTT PTKD, Logistics (G3,G4)-TA-K70C",1,2,1230-1455,1,3,Chiều,3-19,D5-301,NULL,NULL,NULL,180,Đang xếp TKB,LT,AB,ELITECH,
20251,KTTD,165019,165018,MI1113E,Giải tích I,Calculus I,4(3-2-0-8),"**CTTT PTKD (G4), Logistics (G3) -TA-K70C",1,6,1230-1400,1,2,Chiều,3-19,D5-405,NULL,NULL,NULL,90,Đang xếp TKB,BT,AB,ELITECH,
20251,KTTD,165020,165018,MI1113E,Giải tích I,Calculus I,4(3-2-0-8),"**CTTT PTKD (G3), Logistics (G4) -TA-K70C",1,6,1410-1550,3,4,Chiều,3-19,D5-505,NULL,NULL,NULL,90,Đang xếp TKB,BT,AB,ELITECH,
20251,KTTD,165024,165024,MI1113E,Giải tích I,Calculus I,4(3-2-0-8),"**CTTT PTKD, Logistics (G1,G2)-TV-K70C",1,2,1230-1645,1,5,Chiều,3-19,C7-223,NULL,NULL,NULL,100,Đang xếp TKB,LT+BT,AB,ELITECH,
20251,KTTD,161446,NULL,MI1114,Giải tích I,Calculus I,3(2-2-0-6),*Việt Nhật K70-1C,1,4,1410-1550,3,4,Chiều,3-19,D9-306,NULL,NULL,NULL,100,Đang xếp TKB,LT,AB,ELITECH,
20251,KTTD,161447,161446,MI1114,Giải tích I,Calculus I,3(2-2-0-6),*Việt Nhật K70-1(BT)S,1,4,1015-1145,5,6,Sáng,3-19,D9-407,NULL,NULL,NULL,50,Đang xếp TKB,BT,AB,ELITECH,
20251,KTTD,161448,161446,MI1114,Giải tích I,Calculus I,3(2-2-0-6),*Việt Nhật K70-2(BT)S,1,4,0825-1005,3,4,Sáng,3-19,D9-407,NULL,NULL,NULL,50,Đang xếp TKB,BT,AB,ELITECH,
20251,KTTD,161449,NULL,MI1114,Giải tích I,Calculus I,3(2-2-0-6),*Việt Nhật K70-2C,1,4,1600-1730,5,6,Chiều,3-19,D9-306,NULL,NULL,NULL,100,Đang xếp TKB,LT,AB,ELITECH,
20251,KTTD,161450,161449,MI1114,Giải tích I,Calculus I,3(2-2-0-6),*Việt Nhật K70-3(BT)S,1,4,0645-0815,1,2,Sáng,3-19,D9-407,NULL,NULL,NULL,50,Đang xếp TKB,BT,AB,ELITECH,
20251,KTTD,161451,161449,MI1114,Giải tích I,Calculus I,3(2-2-0-6),*Việt Nhật K70-4(BT)S,1,2,1015-1145,5,6,Sáng,3-19,D9-407,NULL,NULL,NULL,50,Đang xếp TKB,BT,AB,ELITECH,
20251,KTTD,161452,NULL,MI1114,Giải tích I,Calculus I,3(2-2-0-6),*Việt Nhật K70-3C,1,4,1230-1400,1,2,Chiều,3-19,D9-306,NULL,NULL,NULL,110,Đang xếp TKB,LT,AB,ELITECH,
20251,KTTD,161453,161452,MI1114,Giải tích I,Calculus I,3(2-2-0-6),*Việt Nhật K70-5(BT)S,1,2,0825-1005,3,4,Sáng,3-19,D9-407,NULL,NULL,NULL,55,Đang xếp TKB,BT,AB,ELITECH,
20251,KTTD,161454,161452,MI1114,Giải tích I,Calculus I,3(2-2-0-6),*Việt Nhật K70-6(BT)S,1,2,0645-0815,1,2,Sáng,3-19,D9-407,NULL,NULL,NULL,55,Đang xếp TKB,BT,AB,ELITECH,
20251,KTTD,164926,164926,MI1114,Giải tích I,Calculus I,3(2-2-0-6),**Việt Pháp-K70S,1,3,0645-1005,1,4,Sáng,3-19,C7-115,NULL,NULL,NULL,80,Đang xếp TKB,LT+BT,AB,ELITECH,
20251,KTTD,161462,NULL,MI1114E,Caculus 1,Caculus 1,3(2-2-0-6),*ICT K70-1S,1,4,0645-0815,1,2,Sáng,3-19,D9-403,NULL,NULL,NULL,84,Đang xếp TKB,LT,AB,ELITECH,
20251,KTTD,161463,161462,MI1114E,Caculus 1,Caculus 1,3(2-2-0-6),*ICT K70-1(BT)S,1,4,0825-1005,3,4,Sáng,3-19,D9-403,NULL,NULL,NULL,42,Đang xếp TKB,BT,AB,ELITECH,
20251,KTTD,161464,161462,MI1114E,Caculus 1,Caculus 1,3(2-2-0-6),*ICT K70-2(BT)S,1,4,0825-1005,3,4,Sáng,3-19,D9-405,NULL,NULL,NULL,42,Đang xếp TKB,BT,AB,ELITECH,
20251,KTTD,161465,NULL,MI1114E,Caculus 1,Caculus 1,3(2-2-0-6),*ICT K70-2S,1,4,0825-1005,3,4,Sáng,3-19,D9-404,NULL,NULL,NULL,84,Đang xếp TKB,LT,AB,ELITECH,
20251,KTTD,161466,161465,MI1114E,Caculus 1,Caculus 1,3(2-2-0-6),*ICT K70-3(BT)S,1,4,1015-1145,5,6,Sáng,3-19,D9-403,NULL,NULL,NULL,42,Đang xếp TKB,BT,AB,ELITECH,
20251,KTTD,161467,161465,MI1114E,Caculus 1,Caculus 1,3(2-2-0-6),*ICT K70-4(BT)S,1,4,1015-1145,5,6,Sáng,3-19,D9-404,NULL,NULL,NULL,42,Đang xếp TKB,BT,AB,ELITECH,
20251,KTTD,161220,161220,MI1140Q,Đại số,Algebra,4(3-2-0-8),[SIE]-ET-LUH-K70+ME-LUH-K70S,1,2,0730-1145,2,6,Sáng,3-19,D7-403,NULL,NULL,NULL,132,Đang xếp TKB,LT+BT,AB,SIE,
20251,KTTD,161221,161221,MI1140Q,Đại số,Algebra,4(3-2-0-8),[SIE]-ME-NUT-K70S,1,4,0730-1145,2,6,Sáng,3-19,D7-106,NULL,NULL,NULL,150,Đang xếp TKB,LT+BT,AB,SIE,
20251,KTTD,164904,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),**Tài năng-K70C,1,3,1230-1455,1,3,Chiều,3-19,D6-208,NULL,NULL,NULL,180,Đang xếp TKB,LT,AB,ELITECH,
20251,KTTD,164905,164904,MI1141,Đại số,Algebra,4(3-2-0-8),**Tài năng (nhóm 1)-K70C,1,5,1410-1550,3,4,Chiều,3-19,C7-115,NULL,NULL,NULL,90,Đang xếp TKB,BT,AB,ELITECH,
20251,KTTD,164906,164904,MI1141,Đại số,Algebra,4(3-2-0-8),**Tài năng (nhóm 2)-K70C,1,5,1230-1400,1,2,Chiều,3-19,C7-215,NULL,NULL,NULL,90,Đang xếp TKB,BT,AB,ELITECH,
20251,KTTD,164917,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),**PFIEV-K70C,1,3,1505-1730,4,6,Chiều,3-19,C7-215,NULL,NULL,NULL,100,Đang xếp TKB,LT,AB,ELITECH,
20251,KTTD,164918,164917,MI1141,Đại số,Algebra,4(3-2-0-8),**PFIEV-K70C,1,2,1600-1730,5,6,Chiều,3-19,C7-215,NULL,NULL,NULL,100,Đang xếp TKB,BT,AB,ELITECH,
20251,KTTD,164933,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),**CTTT HT nhúng - TV-K70S,1,4,0920-1145,4,6,Sáng,3-19,D6-208,NULL,NULL,NULL,90,Đang xếp TKB,LT,AB,ELITECH,
20251,KTTD,164934,164933,MI1141,Đại số,Algebra,4(3-2-0-8),**CTTT HT nhúng - TV-K70C,1,3,1230-1400,1,2,Chiều,3-19,D5-202,NULL,NULL,NULL,90,Đang xếp TKB,BT,AB,ELITECH,
20251,KTTD,165219,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ điện tử 01,02,03,04-K70C",1,3,1505-1730,4,6,Chiều,"2-7,11-20",D3-101,NULL,NULL,NULL,220,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165220,165219,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ điện tử 01,02-K70C",1,5,1410-1550,3,4,Chiều,"2-7,11-20",D5-302,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165221,165219,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ điện tử 03,04-K70C",1,5,1600-1730,5,6,Chiều,"2-7,11-20",D5-303,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165232,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ điện tử 05,06,07 - Cơ khí động lực 03-K70C",1,3,1230-1455,1,3,Chiều,"2-7,11-20",D3-201,NULL,NULL,NULL,220,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165233,165232,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ điện tử 05,06-K70C",1,6,1600-1730,5,6,Chiều,"2-7,11-20",D5-302,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165234,165232,MI1141,Đại số,Algebra,4(3-2-0-8),Cơ điện tử 07 - Cơ khí động lực 03-K70C,1,6,1410-1550,3,4,Chiều,"2-7,11-20",D5-303,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165244,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ khí động lực 01,02 - Hàng không-K70C",1,6,1505-1730,4,6,Chiều,"2-7,11-20",D3-101,NULL,NULL,NULL,220,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165245,165244,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ khí động lực 01,02-K70C",1,4,1600-1730,5,6,Chiều,"2-7,11-20",D5-202,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165246,165244,MI1141,Đại số,Algebra,4(3-2-0-8),Hàng không-K70C,1,4,1410-1550,3,4,Chiều,"2-7,11-20",D5-203,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165257,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),KT Ôtô-K70C,1,6,1230-1455,1,3,Chiều,"2-7,11-20",D3-201,NULL,NULL,NULL,220,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165258,165257,MI1141,Đại số,Algebra,4(3-2-0-8),KT Ôtô (nhóm 1/2)-K70C,1,7,1600-1730,5,6,Chiều,"2-7,11-20",D5-202,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165259,165257,MI1141,Đại số,Algebra,4(3-2-0-8),KT Ôtô (nhóm 2/2)-K70C,1,7,1410-1550,3,4,Chiều,"2-7,11-20",D5-203,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165267,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"Vi điện tử 01,02,03,04 -K70S",1,6,0920-1145,4,6,Sáng,"2-10,14-20",D3-101,NULL,NULL,NULL,220,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165268,165267,MI1141,Đại số,Algebra,4(3-2-0-8),"Vi điện tử 01,02-K70S",1,4,1015-1145,5,6,Sáng,"2-10,14-20",D5-102,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165269,165267,MI1141,Đại số,Algebra,4(3-2-0-8),"Vi điện tử 03,04-K70S",1,3,1015-1145,5,6,Sáng,"2-10,14-20",D5-102,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165275,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"KH máy tính 01,02,03,04-K70S",1,6,0645-0910,1,3,Sáng,"2-10,14-20",D3-201,NULL,NULL,NULL,220,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165276,165275,MI1141,Đại số,Algebra,4(3-2-0-8),"KH máy tính 01,02-K70S",1,3,0825-1005,3,4,Sáng,"2-10,14-20",D5-102,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165277,165275,MI1141,Đại số,Algebra,4(3-2-0-8),"KH máy tính 03,04-K70S",1,3,0645-0815,1,2,Sáng,"2-10,14-20",D5-103,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165283,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"KH máy tính 05,06,07 - KT máy tính 05-K70S",1,7,0920-1145,4,6,Sáng,"2-10,14-20",D5-201,NULL,NULL,NULL,200,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165284,165283,MI1141,Đại số,Algebra,4(3-2-0-8),"KH máy tính 05,06-K70S",1,4,0825-1005,3,4,Sáng,"2-10,14-20",D5-102,NULL,NULL,NULL,100,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165285,165283,MI1141,Đại số,Algebra,4(3-2-0-8),KH máy tính 07 -  KT máy tính 05-K70S,1,4,0645-0815,1,2,Sáng,"2-10,14-20",D5-103,NULL,NULL,NULL,100,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165290,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"KT máy tính 01,02,03,04-K70S",1,7,0645-0910,1,3,Sáng,"2-10,14-20",D5-301,NULL,NULL,NULL,220,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165291,165290,MI1141,Đại số,Algebra,4(3-2-0-8),"KT máy tính 01,02-K70S",1,6,0825-1005,3,4,Sáng,"2-10,14-20",D5-202,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165292,165290,MI1141,Đại số,Algebra,4(3-2-0-8),"KT máy tính 03,04-K70S",1,6,0645-0815,1,2,Sáng,"2-10,14-20",D5-203,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165297,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐTVT 01,02,03,04-K70C",1,7,1230-1455,1,3,Chiều,"2-13,17-20",D5-101,NULL,NULL,NULL,190,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165298,165297,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐTVT 01,02-K70C",1,5,1410-1550,3,4,Chiều,"2-13,17-20",D5-104,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165299,165297,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐTVT 03,04-K70C",1,5,1600-1730,5,6,Chiều,"2-13,17-20",D5-204,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165308,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐTVT 05,06,07,08-K70C",1,4,1505-1730,4,6,Chiều,"2-13,17-20",D3-101,NULL,NULL,NULL,210,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165309,165308,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐTVT 05,06-K70C",1,5,1230-1400,1,2,Chiều,"2-13,17-20",D5-403,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165310,165308,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐTVT 07,08-K70C",1,2,1410-1550,3,4,Chiều,"2-13,17-20",D5-403,NULL,NULL,NULL,100,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165319,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐTVT 09,10,11,12-K70C",1,4,1230-1455,1,3,Chiều,"2-13,17-20",D3-201,NULL,NULL,NULL,220,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165320,165319,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐTVT 09,10-K70C",1,2,1600-1730,5,6,Chiều,"2-13,17-20",D5-202,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165321,165319,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐTVT 11,12-K70C",1,2,1230-1400,1,2,Chiều,"2-13,17-20",D5-203,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165330,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐK&TĐH 01,02,03,04-K70S",1,5,0920-1145,4,6,Sáng,"2-16,20",D3-101,NULL,NULL,NULL,220,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165331,165330,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐK&TĐH 01,02-K70S",1,3,0825-1005,3,4,Sáng,"2-16,20",D5-202,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165332,165330,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐK&TĐH 03,04-K70S",1,3,0645-0815,1,2,Sáng,"2-16,20",D5-203,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165339,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐK&TĐH 05,06,07,08-K70S",1,5,0645-0910,1,3,Sáng,"2-16,20",D3-201,NULL,NULL,NULL,220,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165340,165339,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐK&TĐH 05,06-K70S",1,7,0645-0815,1,2,Sáng,"2-16,20",D5-203,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165341,165339,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐK&TĐH 07,08-K70S",1,3,1015-1145,5,6,Sáng,"2-16,20",D5-202,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165348,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐK&TĐH 09,10,11,12-K70S",1,3,0920-1145,4,6,Sáng,"2-16,20",D3-101,NULL,NULL,NULL,220,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165349,165348,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐK&TĐH 09,10-K70S",1,7,1015-1145,5,6,Sáng,"2-16,20",D5-202,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165350,165348,MI1141,Đại số,Algebra,4(3-2-0-8),"ĐK&TĐH 11,12-K70S",1,7,0825-1005,3,4,Sáng,"2-16,20",D5-203,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165405,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"Vật liệu 01,02,03,04-K70S",1,6,0920-1145,4,6,Sáng,3-19,D5-101,NULL,NULL,NULL,190,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165406,165405,MI1141,Đại số,Algebra,4(3-2-0-8),"Vật liệu 01,02-K70S",1,5,0825-1005,3,4,Sáng,3-19,D5-202,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165407,165405,MI1141,Đại số,Algebra,4(3-2-0-8),"Vật liệu 03,04-K70S",1,5,1015-1145,5,6,Sáng,3-19,D5-203,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165415,NULL,MI1141,Đại số,Algebra,4(3-2-0-8)," Vật liệu 05,06,07 - Vi điện tử 05-K70S",1,6,0645-0910,1,3,Sáng,3-19,D5-201,NULL,NULL,NULL,190,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165416,165415,MI1141,Đại số,Algebra,4(3-2-0-8),"Vật liệu 05,06-K70S",1,4,1015-1145,5,6,Sáng,3-19,D5-302,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165417,165415,MI1141,Đại số,Algebra,4(3-2-0-8),Vật liệu 07- Vi điện tử 05-K70S,1,5,0645-0815,1,2,Sáng,3-19,D5-304,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165426,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"Vật lý 01,02,03,04-K70C",1,7,1505-1730,4,6,Chiều,3-19,D5-201,NULL,NULL,NULL,190,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165427,165426,MI1141,Đại số,Algebra,4(3-2-0-8),"Vật lý 01,02-K70C",1,6,1410-1550,3,4,Chiều,3-19,D5-202,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165428,165426,MI1141,Đại số,Algebra,4(3-2-0-8),"Vật lý 03,04-K70C",1,6,1600-1730,5,6,Chiều,3-19,D5-203,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165436,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"Hạt nhân-Y khoa-KT điện 05,06-K70C",1,7,1230-1455,1,3,Chiều,3-19,D3-201,NULL,NULL,NULL,220,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165437,165436,MI1141,Đại số,Algebra,4(3-2-0-8),Hạt nhân-Y khoa-K70C,1,3,1600-1730,5,6,Chiều,3-19,D5-202,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165438,165436,MI1141,Đại số,Algebra,4(3-2-0-8),"KT điện 05,06-K70C",1,3,1410-1550,3,4,Chiều,3-19,D5-203,NULL,NULL,NULL,100,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165449,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"KT điện 01,02,03,04 -K70C",1,2,1505-1730,4,6,Chiều,3-19,D5-101,NULL,NULL,NULL,190,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165450,165449,MI1141,Đại số,Algebra,4(3-2-0-8),"KT điện 01,02-K70C",1,4,1410-1550,3,4,Chiều,3-19,D5-403,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165451,165449,MI1141,Đại số,Algebra,4(3-2-0-8),"KT điện 03,04-K70C",1,4,1230-1400,1,2,Chiều,3-19,D5-404,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165461,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),Toán tin -K70C,1,2,1230-1455,1,3,Chiều,3-19,D5-201,NULL,NULL,NULL,200,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165462,165461,MI1141,Đại số,Algebra,4(3-2-0-8),"Toán tin 01,02 (nhóm 1/2)-K70C",1,3,1410-1550,3,4,Chiều,3-19,D5-302,NULL,NULL,NULL,100,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165463,165461,MI1141,Đại số,Algebra,4(3-2-0-8),"Toán tin 03,04 (nhóm 2/2)-K70C",1,3,1230-1400,1,2,Chiều,3-19,D5-303,NULL,NULL,NULL,100,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165470,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),Y sinh - Hệ thống thông tin quản lý-K70S,1,2,0920-1145,4,6,Sáng,3-19,D3-101,NULL,NULL,NULL,220,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165471,165470,MI1141,Đại số,Algebra,4(3-2-0-8),Y sinh-K70S,1,5,0825-1005,3,4,Sáng,3-19,D5-302,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165472,165470,MI1141,Đại số,Algebra,4(3-2-0-8),Hệ thống thông tin quản lý-K70S,1,5,1015-1145,5,6,Sáng,3-19,D5-303,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165484,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"Nhiệt 01,02,03,04-K70S",1,2,0645-0910,1,3,Sáng,3-19,D3-201,NULL,NULL,NULL,220,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165485,165484,MI1141,Đại số,Algebra,4(3-2-0-8),"Nhiệt 01,02-K70S",1,4,0825-1005,3,4,Sáng,3-19,D5-403,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165486,165484,MI1141,Đại số,Algebra,4(3-2-0-8),"Nhiệt 03,04-K70S",1,4,1015-1145,5,6,Sáng,3-19,D5-404,NULL,NULL,NULL,110,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165493,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ khí 13,14 - Nhiệt 05,06-K70S",1,3,0920-1145,4,6,Sáng,3-19,D6-208,NULL,NULL,NULL,190,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165494,165493,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ khí 13,14-K70S",1,6,1015-1145,5,6,Sáng,3-19,D5-303,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165495,165493,MI1141,Đại số,Algebra,4(3-2-0-8),"Nhiệt 05,06-K70S",1,4,0645-0815,1,2,Sáng,3-19,D5-404,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165505,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ khí 09,10,11,12-K70S",1,3,0645-0910,1,3,Sáng,3-19,D6-306,NULL,NULL,NULL,190,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165506,165505,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ khí 09,10-K70S",1,6,0825-1005,3,4,Sáng,3-19,D5-302,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165507,165505,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ khí 11,12-K70S",1,6,0645-0815,1,2,Sáng,3-19,D5-303,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165518,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ khí 01,02,03,04-K70C",1,4,1505-1730,4,6,Chiều,3-19,D6-208,NULL,NULL,NULL,190,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165519,165518,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ khí 01,02-K70C",1,2,1410-1550,3,4,Chiều,3-19,D5-302,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165520,165518,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ khí 03,04-K70C",1,2,1600-1730,5,6,Chiều,3-19,D5-303,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165531,NULL,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ khí 05,06,07,08-K70C",1,4,1230-1455,1,3,Chiều,3-19,D6-306,NULL,NULL,NULL,190,Đang xếp TKB,LT,AB,CT CHUẨN,
20251,KTTD,165532,165531,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ khí 05,06-K70C",1,7,1230-1400,1,2,Chiều,3-19,D5-102,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
20251,KTTD,165533,165531,MI1141,Đại số,Algebra,4(3-2-0-8),"Cơ khí 07,08-K70C",1,7,1410-1550,3,4,Chiều,3-19,D5-103,NULL,NULL,NULL,95,Đang xếp TKB,BT,AB,CT CHUẨN,
