THỜI KHÓA BIỂU DỰ KIẾN K70 - CẬP NHẬT NGÀY 29/08/2025,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Kỳ,Trường_Viện_Khoa,Mã_lớp,Mã_lớp_kèm,Mã_HP,Tên_HP,Tên_HP_Tiếng_Anh,Khối_lượng,Ghi_chú,Buổi_số,Thứ,Thời_gian,BĐ,KT,Kíp,Tuần,Phòng,Cần_TN,SLĐK,SL_Min,SL_Max,Trạng_thái,Loại_lớp,Đợt_mở,Mã_QL,TeachingType
20251,KNN,165076,165076,FL1151,Tiếng Anh giao tiếp 1,English for Social Communication 1,3(2-2-0-6),Tiếng Anh KHKT 06-K70C,2,5,1315-1455,2,3,Chiều,"2-13,17-20",D6-304 ,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165081,165081,FL1151,Tiếng Anh giao tiếp 1,English for Social Communication 1,3(2-2-0-6),Tiếng Anh KHKT 07-K70C,1,4,1505-1645,4,5,Chiều,"2-13,17-20",D6-305,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165081,165081,FL1151,Tiếng Anh giao tiếp 1,English for Social Communication 1,3(2-2-0-6),Tiếng Anh KHKT 07-K70C,2,5,1505-1645,4,5,Chiều,"2-13,17-20",D6-305,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165052,165052,FL1152,Tiếng Anh học thuật 1,English for Academic Communication 1,3(2-2-0-6),Tiếng Anh KHKT 01-K70S,1,3,0825-1005,3,4,Sáng,"2-13,17-20",D6-205,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165052,165052,FL1152,Tiếng Anh học thuật 1,English for Academic Communication 1,3(2-2-0-6),Tiếng Anh KHKT 01-K70S,2,6,1015-1145,5,6,Sáng,"2-13,17-20",D6-205,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165057,165057,FL1152,Tiếng Anh học thuật 1,English for Academic Communication 1,3(2-2-0-6),Tiếng Anh KHKT 02-K70S,1,3,1015-1145,5,6,Sáng,"2-13,17-20",D6-206,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165057,165057,FL1152,Tiếng Anh học thuật 1,English for Academic Communication 1,3(2-2-0-6),Tiếng Anh KHKT 02-K70S,2,6,0645-0815,1,2,Sáng,"2-13,17-20",D6-206,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165062,165062,FL1152,Tiếng Anh học thuật 1,English for Academic Communication 1,3(2-2-0-6),Tiếng Anh KHKT 03-K70S,1,3,0645-0815,1,2,Sáng,"2-13,17-20",D6-206,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165062,165062,FL1152,Tiếng Anh học thuật 1,English for Academic Communication 1,3(2-2-0-6),Tiếng Anh KHKT 03-K70S,2,6,0825-1005,3,4,Sáng,"2-13,17-20",D6-301,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165067,165067,FL1152,Tiếng Anh học thuật 1,English for Academic Communication 1,3(2-2-0-6),Tiếng Anh KHKT 04-K70C,1,3,1505-1645,4,5,Chiều,"2-13,17-20",D6-205,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165067,165067,FL1152,Tiếng Anh học thuật 1,English for Academic Communication 1,3(2-2-0-6),Tiếng Anh KHKT 04-K70C,2,4,1315-1455,2,3,Chiều,"2-13,17-20",D6-205,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165072,165072,FL1152,Tiếng Anh học thuật 1,English for Academic Communication 1,3(2-2-0-6),Tiếng Anh KHKT 05-K70C,1,3,1315-1455,2,3,Chiều,"2-13,17-20",D6-206,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165072,165072,FL1152,Tiếng Anh học thuật 1,English for Academic Communication 1,3(2-2-0-6),Tiếng Anh KHKT 05-K70C,2,4,1505-1645,4,5,Chiều,"2-13,17-20",D6-206,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165077,165077,FL1152,Tiếng Anh học thuật 1,English for Academic Communication 1,3(2-2-0-6),Tiếng Anh KHKT 06-K70C,1,2,1410-1550,3,4,Chiều,"2-13,17-20",D6-304 ,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165077,165077,FL1152,Tiếng Anh học thuật 1,English for Academic Communication 1,3(2-2-0-6),Tiếng Anh KHKT 06-K70C,2,5,1505-1645,4,5,Chiều,"2-13,17-20",D6-304 ,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165082,165082,FL1152,Tiếng Anh học thuật 1,English for Academic Communication 1,3(2-2-0-6),Tiếng Anh KHKT 07-K70C,1,2,1600-1730,5,6,Chiều,"2-13,17-20",D6-305,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165082,165082,FL1152,Tiếng Anh học thuật 1,English for Academic Communication 1,3(2-2-0-6),Tiếng Anh KHKT 07-K70C,2,5,1315-1455,2,3,Chiều,"2-13,17-20",D6-305,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165053,165053,FL1153,Viết tiếng Anh học thuật 1,Fundamental Academic Writing,2(2-1-0-4),Tiếng Anh KHKT 01-K70S,1,5,0645-0910,1,3,Sáng,"2-13,17-20",D6-205,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165058,165058,FL1153,Viết tiếng Anh học thuật 1,Fundamental Academic Writing,2(2-1-0-4),Tiếng Anh KHKT 02-K70S,1,5,0920-1145,4,6,Sáng,"2-13,17-20",D6-206,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165063,165063,FL1153,Viết tiếng Anh học thuật 1,Fundamental Academic Writing,2(2-1-0-4),Tiếng Anh KHKT 03-K70S,1,2,0920-1145,4,6,Sáng,"2-13,17-20",D6-205,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165068,165068,FL1153,Viết tiếng Anh học thuật 1,Fundamental Academic Writing,2(2-1-0-4),Tiếng Anh KHKT 04-K70C,1,5,1230-1455,1,3,Chiều,"2-13,17-20",D6-205,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165073,165073,FL1153,Viết tiếng Anh học thuật 1,Fundamental Academic Writing,2(2-1-0-4),Tiếng Anh KHKT 05-K70C,1,5,1505-1730,4,6,Chiều,"2-13,17-20",D6-205,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165078,165078,FL1153,Viết tiếng Anh học thuật 1,Fundamental Academic Writing,2(2-1-0-4),Tiếng Anh KHKT 06-K70C,1,3,1230-1455,1,3,Chiều,"2-13,17-20",D6-304 ,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165083,165083,FL1153,Viết tiếng Anh học thuật 1,Fundamental Academic Writing,2(2-1-0-4),Tiếng Anh KHKT 07-K70C,1,3,1505-1730,4,6,Chiều,"2-13,17-20",D6-304 ,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165049,165049,FL1320,Cơ sở văn hoá Việt Nam,Introduction to Vietnamese Culture,2(2-0-0-4),Tiếng Anh KHKT 01-K70S,1,6,0645-0815,1,2,Sáng,"2-13,17-20",D6-205,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165054,165054,FL1320,Cơ sở văn hoá Việt Nam,Introduction to Vietnamese Culture,2(2-0-0-4),Tiếng Anh KHKT 02-K70S,1,6,0825-1005,3,4,Sáng,"2-13,17-20",D6-206,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165059,165059,FL1320,Cơ sở văn hoá Việt Nam,Introduction to Vietnamese Culture,2(2-0-0-4),Tiếng Anh KHKT 03-K70S,1,6,1015-1145,5,6,Sáng,"2-13,17-20",D6-301,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165064,165064,FL1320,Cơ sở văn hoá Việt Nam,Introduction to Vietnamese Culture,2(2-0-0-4),Tiếng Anh KHKT 04-K70C,1,4,1505-1645,4,5,Chiều,"2-13,17-20",D6-205,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165069,165069,FL1320,Cơ sở văn hoá Việt Nam,Introduction to Vietnamese Culture,2(2-0-0-4),Tiếng Anh KHKT 05-K70C,1,4,1315-1455,2,3,Chiều,"2-13,17-20",D6-206,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165074,165074,FL1320,Cơ sở văn hoá Việt Nam,Introduction to Vietnamese Culture,2(2-0-0-4),Tiếng Anh KHKT 06-K70C,1,2,1600-1730,5,6,Chiều,"2-13,17-20",D6-304 ,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165079,165079,FL1320,Cơ sở văn hoá Việt Nam,Introduction to Vietnamese Culture,2(2-0-0-4),Tiếng Anh KHKT 07-K70C,1,2,1410-1550,3,4,Chiều,"2-13,17-20",D6-305,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165085,165085,FL1320,Cơ sở văn hoá Việt Nam,Introduction to Vietnamese Culture,2(2-0-0-4),Tiếng Trung KHKT 01-K70C,1,2,1230-1400,1,2,Chiều,3-19,D6-303,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165089,165089,FL1320,Cơ sở văn hoá Việt Nam,Introduction to Vietnamese Culture,2(2-0-0-4),IPE 01-K70S,1,5,0645-0815,1,2,Sáng,3-19,C7-105,NULL,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165094,165094,FL1320,Cơ sở văn hoá Việt Nam,Introduction to Vietnamese Culture,2(2-0-0-4),IPE 02-K70S,1,5,0825-1005,3,4,Sáng,3-19,C7-130,NULL,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165099,165099,FL1320,Cơ sở văn hoá Việt Nam,Introduction to Vietnamese Culture,2(2-0-0-4),IPE 03-K70S,1,5,1015-1145,5,6,Sáng,3-19,C7-205,NULL,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165575,165575,FL1320,Cơ sở văn hoá Việt Nam,Introduction to Vietnamese Culture,2(2-0-0-4),Tiếng Trung KHKT 02-K70C,1,5,1600-1730,5,6,Chiều,3-19,D6-301,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165579,165579,FL1320,Cơ sở văn hoá Việt Nam,Introduction to Vietnamese Culture,2(2-0-0-4),Tiếng Trung KHKT 03-K70C,1,5,1410-1550,3,4,Chiều,3-19,D6-206,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165090,165090,FL1330,Tiếng Việt thực hành,Vietnamese Language in Practice,2(2-0-0-4),IPE 01-K70S,1,5,0825-1005,3,4,Sáng,3-19,C7-105,NULL,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165095,165095,FL1330,Tiếng Việt thực hành,Vietnamese Language in Practice,2(2-0-0-4),IPE 02-K70S,1,5,1015-1145,5,6,Sáng,3-19,C7-130,NULL,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165100,165100,FL1330,Tiếng Việt thực hành,Vietnamese Language in Practice,2(2-0-0-4),IPE 03-K70S,1,5,0645-0815,1,2,Sáng,3-19,C7-205,NULL,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,164920,164920,FL1801,Tiếng Pháp PFIEV 1,French PFIEV 1,3(1-4-0-6),**PFIEV Cơ khí hàng không-K70C,1,4,1230-1455,1,3,Chiều,3-19,C7-101,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,AB,ELITECH,
20251,KNN,164920,164920,FL1801,Tiếng Pháp PFIEV 1,French PFIEV 1,3(1-4-0-6),**PFIEV Cơ khí hàng không-K70C,2,5,1230-1400,1,2,Chiều,3-19,C7-101,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,AB,ELITECH,
20251,KNN,164921,164921,FL1801,Tiếng Pháp PFIEV 1,French PFIEV 1,3(1-4-0-6),**PFIEV Cơ khí hàng không-K70C,1,4,1230-1455,1,3,Chiều,3-19,C7-117,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,AB,ELITECH,
20251,KNN,164921,164921,FL1801,Tiếng Pháp PFIEV 1,French PFIEV 1,3(1-4-0-6),**PFIEV Cơ khí hàng không-K70C,2,5,1230-1400,1,2,Chiều,3-19,C7-117,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,AB,ELITECH,
20251,KNN,164922,164922,FL1801,Tiếng Pháp PFIEV 1,French PFIEV 1,3(1-4-0-6),**PFIEV Tin học công nghiệp-K70C,1,4,1505-1730,4,6,Chiều,3-19,D7-101,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,AB,ELITECH,
20251,KNN,164922,164922,FL1801,Tiếng Pháp PFIEV 1,French PFIEV 1,3(1-4-0-6),**PFIEV Tin học công nghiệp-K70C,2,5,1410-1550,3,4,Chiều,3-19,C7-101,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,AB,ELITECH,
20251,KNN,164923,164923,FL1801,Tiếng Pháp PFIEV 1,French PFIEV 1,3(1-4-0-6),**PFIEV Tin học công nghiệp-K70C,1,4,1505-1730,4,6,Chiều,3-19,C7-117,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,AB,ELITECH,
20251,KNN,164923,164923,FL1801,Tiếng Pháp PFIEV 1,French PFIEV 1,3(1-4-0-6),**PFIEV Tin học công nghiệp-K70C,2,5,1410-1550,3,4,Chiều,3-19,C7-117,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,AB,ELITECH,
20251,KNN,164927,164927,FL1801,Tiếng Pháp PFIEV 1,French PFIEV 1,3(1-4-0-6),**Việt Pháp (nhóm 1)-K70C,1,2,1230-1455,1,3,Chiều,3-10,C7-101,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,A,ELITECH,
20251,KNN,164927,164927,FL1801,Tiếng Pháp PFIEV 1,French PFIEV 1,3(1-4-0-6),**Việt Pháp (nhóm 1)-K70C,2,3,1505-1730,4,6,Chiều,3-10,C7-101,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,A,ELITECH,
20251,KNN,164927,164927,FL1801,Tiếng Pháp PFIEV 1,French PFIEV 1,3(1-4-0-6),**Việt Pháp (nhóm 1)-K70C,3,6,1230-1550,1,4,Chiều,3-10,C7-101,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,A,ELITECH,
20251,KNN,164928,164928,FL1801,Tiếng Pháp PFIEV 1,French PFIEV 1,3(1-4-0-6),**Việt Pháp (nhóm 2)-K70C,1,2,1505-1730,4,6,Chiều,3-10,C7-101,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,A,ELITECH,
20251,KNN,164928,164928,FL1801,Tiếng Pháp PFIEV 1,French PFIEV 1,3(1-4-0-6),**Việt Pháp (nhóm 2)-K70C,2,3,1230-1455,1,3,Chiều,3-10,C7-101,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,A,ELITECH,
20251,KNN,164928,164928,FL1801,Tiếng Pháp PFIEV 1,French PFIEV 1,3(1-4-0-6),**Việt Pháp (nhóm 2)-K70C,3,6,1230-1550,1,4,Chiều,3-10,C7-117,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,A,ELITECH,
20251,KNN,164929,164929,FL1802,Tiếng Pháp PFIEV 2,French PFIEV 2,3(1-4-0-6),**Việt Pháp (nhóm 1)-K70C,1,2,1505-1730,4,6,Chiều,12-19,C7-101,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,B,ELITECH,
20251,KNN,164929,164929,FL1802,Tiếng Pháp PFIEV 2,French PFIEV 2,3(1-4-0-6),**Việt Pháp (nhóm 1)-K70C,2,3,1230-1455,1,3,Chiều,12-19,C7-101,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,B,ELITECH,
20251,KNN,164929,164929,FL1802,Tiếng Pháp PFIEV 2,French PFIEV 2,3(1-4-0-6),**Việt Pháp (nhóm 1)-K70C,3,6,1230-1550,1,4,Chiều,12-19,C7-101,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,B,ELITECH,
20251,KNN,164930,164930,FL1802,Tiếng Pháp PFIEV 2,French PFIEV 2,3(1-4-0-6),**Việt Pháp (nhóm 2)-K70C,1,2,1230-1455,1,3,Chiều,12-19,C7-101,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,B,ELITECH,
20251,KNN,164930,164930,FL1802,Tiếng Pháp PFIEV 2,French PFIEV 2,3(1-4-0-6),**Việt Pháp (nhóm 2)-K70C,2,3,1505-1730,4,6,Chiều,12-19,C7-101,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,B,ELITECH,
20251,KNN,164930,164930,FL1802,Tiếng Pháp PFIEV 2,French PFIEV 2,3(1-4-0-6),**Việt Pháp (nhóm 2)-K70C,3,6,1230-1550,1,4,Chiều,12-19,C7-117,NULL,NULL,NULL,24,Đang xếp TKB,LT+BT,B,ELITECH,
20251,KNN,165050,165050,FL3061,Nhập môn Tiếng Anh KHCN,Introduction to English for Science and Technology,2(2-1-0-4),Tiếng Anh KHKT 01-K70S,1,5,0920-1145,4,6,Sáng,"2-13,17-20",D6-205,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165055,165055,FL3061,Nhập môn Tiếng Anh KHCN,Introduction to English for Science and Technology,2(2-1-0-4),Tiếng Anh KHKT 02-K70S,1,5,0645-0910,1,3,Sáng,"2-13,17-20",D6-206,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165060,165060,FL3061,Nhập môn Tiếng Anh KHCN,Introduction to English for Science and Technology,2(2-1-0-4),Tiếng Anh KHKT 03-K70S,1,2,0645-0910,1,3,Sáng,"2-13,17-20",D6-205,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165065,165065,FL3061,Nhập môn Tiếng Anh KHCN,Introduction to English for Science and Technology,2(2-1-0-4),Tiếng Anh KHKT 04-K70C,1,6,1505-1730,4,6,Chiều,"2-13,17-20",D6-205,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165070,165070,FL3061,Nhập môn Tiếng Anh KHCN,Introduction to English for Science and Technology,2(2-1-0-4),Tiếng Anh KHKT 05-K70C,1,6,1230-1455,1,3,Chiều,"2-13,17-20",D6-206,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165075,165075,FL3061,Nhập môn Tiếng Anh KHCN,Introduction to English for Science and Technology,2(2-1-0-4),Tiếng Anh KHKT 06-K70C,1,4,1505-1730,4,6,Chiều,"2-13,17-20",D6-304 ,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165080,165080,FL3061,Nhập môn Tiếng Anh KHCN,Introduction to English for Science and Technology,2(2-1-0-4),Tiếng Anh KHKT 07-K70C,1,4,1230-1455,1,3,Chiều,"2-13,17-20",D6-305,NULL,NULL,NULL,33,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165086,165086,FLC1001,Phương pháp học tập và nghiên cứu khoa học,Study and Research Methodology,2(2-0-0-4),Tiếng Trung KHKT 01-K70C,1,5,1230-1400,1,2,Chiều,3-19,D6-303,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165576,165576,FLC1001,Phương pháp học tập và nghiên cứu khoa học,Study and Research Methodology,2(2-0-0-4),Tiếng Trung KHKT 02-K70C,1,5,1410-1550,3,4,Chiều,3-19,D6-301,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165580,165580,FLC1001,Phương pháp học tập và nghiên cứu khoa học,Study and Research Methodology,2(2-0-0-4),Tiếng Trung KHKT 03-K70C,1,5,1600-1730,5,6,Chiều,3-19,D6-206,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165087,165087,FLC1101,Tiếng Trung Quốc 1A,Chinese 1A,3(2-2-0-6),Tiếng Trung KHKT 01-K70C,1,2,1410-1730,3,6,Chiều,3-10,D6-303,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,A,CT CHUẨN,
20251,KNN,165087,165087,FLC1101,Tiếng Trung Quốc 1A,Chinese 1A,3(2-2-0-6),Tiếng Trung KHKT 01-K70C,2,5,1410-1730,3,6,Chiều,3-10,D6-303,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,A,CT CHUẨN,
20251,KNN,165577,165577,FLC1101,Tiếng Trung Quốc 1A,Chinese 1A,3(2-2-0-6),Tiếng Trung KHKT 02-K70C,1,4,1410-1730,3,6,Chiều,3-10,D6-301,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,A,CT CHUẨN,
20251,KNN,165577,165577,FLC1101,Tiếng Trung Quốc 1A,Chinese 1A,3(2-2-0-6),Tiếng Trung KHKT 02-K70C,2,6,1230-1550,1,4,Chiều,3-10,D6-301,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,A,CT CHUẨN,
20251,KNN,165581,165581,FLC1101,Tiếng Trung Quốc 1A,Chinese 1A,3(2-2-0-6),Tiếng Trung KHKT 03-K70S,1,3,0730-1100,2,5,Sáng,3-10,D6-301,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,A,CT CHUẨN,
20251,KNN,165581,165581,FLC1101,Tiếng Trung Quốc 1A,Chinese 1A,3(2-2-0-6),Tiếng Trung KHKT 03-K70S,2,6,0730-1100,2,5,Sáng,3-10,D6-102,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,A,CT CHUẨN,
20251,KNN,165088,165088,FLC1102,Tiếng Trung Quốc 1B,Chinese 1B,3(2-2-0-6),Tiếng Trung KHKT 01-K70C,1,2,1410-1730,3,6,Chiều,11-18,D6-303,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,B,CT CHUẨN,
20251,KNN,165088,165088,FLC1102,Tiếng Trung Quốc 1B,Chinese 1B,3(2-2-0-6),Tiếng Trung KHKT 01-K70C,2,5,1410-1730,3,6,Chiều,11-18,D6-303,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,B,CT CHUẨN,
20251,KNN,165578,165578,FLC1102,Tiếng Trung Quốc 1B,Chinese 1B,3(2-2-0-6),Tiếng Trung KHKT 02-K70C,1,4,1410-1730,3,6,Chiều,11-18,D6-301,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,B,CT CHUẨN,
20251,KNN,165578,165578,FLC1102,Tiếng Trung Quốc 1B,Chinese 1B,3(2-2-0-6),Tiếng Trung KHKT 02-K70C,2,6,1230-1550,1,4,Chiều,11-18,D6-301,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,B,CT CHUẨN,
20251,KNN,165582,165582,FLC1102,Tiếng Trung Quốc 1B,Chinese 1B,3(2-2-0-6),Tiếng Trung KHKT 03-K70S,1,3,0730-1100,2,5,Sáng,11-18,D6-301,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,B,CT CHUẨN,
20251,KNN,165582,165582,FLC1102,Tiếng Trung Quốc 1B,Chinese 1B,3(2-2-0-6),Tiếng Trung KHKT 03-K70S,2,6,0730-1100,2,5,Sáng,11-18,D6-102,NULL,NULL,NULL,40,Đang xếp TKB,LT+BT,B,CT CHUẨN,
20251,KNN,165091,165091,FLE1101,Language Communication Skills 1,Language Communication Skills 1,4(2-2-0-8),IPE 01-K70S,1,3,0645-0815,1,2,Sáng,3-19,C7-105,NULL,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165091,165091,FLE1101,Language Communication Skills 1,Language Communication Skills 1,4(2-2-0-8),IPE 01-K70S,2,6,1015-1145,5,6,Sáng,3-19,C7-105,NULL,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165096,165096,FLE1101,Language Communication Skills 1,Language Communication Skills 1,4(2-2-0-8),IPE 02-K70S,1,3,0825-1005,3,4,Sáng,3-19,C7-130,NULL,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165096,165096,FLE1101,Language Communication Skills 1,Language Communication Skills 1,4(2-2-0-8),IPE 02-K70S,2,6,0825-1005,3,4,Sáng,3-19,C7-130,NULL,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165101,165101,FLE1101,Language Communication Skills 1,Language Communication Skills 1,4(2-2-0-8),IPE 03-K70S,1,3,1015-1145,5,6,Sáng,3-19,C7-205,NULL,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165101,165101,FLE1101,Language Communication Skills 1,Language Communication Skills 1,4(2-2-0-8),IPE 03-K70S,2,6,0645-0815,1,2,Sáng,3-19,C7-205,NULL,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165092,165092,FLE1102,Dealing with Texts 1,Dealing with Texts 1,4(2-2-2-8),IPE 01-K70S,1,3,0825-1005,3,4,Sáng,3-19,C7-105,TN,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165092,165092,FLE1102,Dealing with Texts 1,Dealing with Texts 1,4(2-2-2-8),IPE 01-K70S,2,6,0645-0815,1,2,Sáng,3-19,C7-105,TN,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165097,165097,FLE1102,Dealing with Texts 1,Dealing with Texts 1,4(2-2-2-8),IPE 02-K70S,1,3,1015-1145,5,6,Sáng,3-19,C7-130,TN,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165097,165097,FLE1102,Dealing with Texts 1,Dealing with Texts 1,4(2-2-2-8),IPE 02-K70S,2,6,1015-1145,5,6,Sáng,3-19,C7-130,TN,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165102,165102,FLE1102,Dealing with Texts 1,Dealing with Texts 1,4(2-2-2-8),IPE 03-K70S,1,3,0645-0815,1,2,Sáng,3-19,C7-205,TN,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
20251,KNN,165102,165102,FLE1102,Dealing with Texts 1,Dealing with Texts 1,4(2-2-2-8),IPE 03-K70S,2,6,0825-1005,3,4,Sáng,3-19,C7-205,TN,NULL,NULL,30,Đang xếp TKB,LT+BT,AB,CT CHUẨN,
